signature	po_id	po_label	pato_id	pato_label	label	definition	parent	pair_status	pair_source	assertions	accepted_assertions	taxa	pages	example_1	example_2	decision	reason
EQ|PO_0006019|PATO_0000950	PO_0006019	leaf abaxial epidermis	PATO_0000950	grey	leaf abaxial epidermis grey	A flora phenotype in which a(n) leaf abaxial epidermis exhibits the quality grey.	PHENO|PO_0006019	allowed	curator_review_2026-09-18	1	1	1	266	Stephanotis schimperi (Decne.) S.Reuss, Liede & Meve (p266): tending to grey on the lower surface		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0006019|PATO_0001250	PO_0006019	leaf abaxial epidermis	PATO_0001250	light green	leaf abaxial epidermis light green	A flora phenotype in which a(n) leaf abaxial epidermis exhibits the quality light green.	PHENO|PO_0006019	allowed	curator_review_2026-09-18	1	1	1	112	Lepidagathis scariosa Nees (p112): lower surface light green		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0006019|PATO_0002341	PO_0006019	leaf abaxial epidermis	PATO_0002341	tomentose	leaf abaxial epidermis tomentose	A flora phenotype in which a(n) leaf abaxial epidermis exhibits the quality tomentose.	PHENO|PO_0006019	allowed	curator_review_2026-09-18	1	1	1	159	Orbivestus leopoldii (Sch.Bip. ex Walp.) H.Rob. (p159): covered beneath with short woolly hair		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0006034|PATO_0001412	PO_0006034	leaflet margin	PATO_0001412	unstructured	leaflet margin unstructured	A flora phenotype in which a(n) leaflet margin exhibits the quality unstructured.	FLOPO_0009903	allowed	curator_review_2026-09-18	1	1	1	95	Vepris nobilis (Delile) Mziray (p95): entire margins		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009001|PATO_0001268	PO_0009001	fruit	PATO_0001268	desaturated brown	fruit desaturated brown	A flora phenotype in which a(n) fruit exhibits the quality desaturated brown.	FLOPO_0000030	allowed	curator_review_2026-09-18	1	1	1	18	Searsia retinorrhoea (Steud. ex Oliv.) Moffett (p18): pale brown with a pinkish tinge		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009001|PATO_0001284	PO_0009001	fruit	PATO_0001284	desaturated red	fruit desaturated red	A flora phenotype in which a(n) fruit exhibits the quality desaturated red.	FLOPO_0000030	allowed	curator_review_2026-09-18	1	1	1	177	Gymnosporia parviflora (Vahl) Chiov. (p177): pale red		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009001|PATO_0001947	PO_0009001	fruit	PATO_0001947	netted	fruit netted	A flora phenotype in which a(n) fruit exhibits the quality netted.	FLOPO_0000030	allowed	curator_review_2026-09-18	1	1	1	189	Senegalia hamulosa (Benth.) Boatwr. (p189): prominently reticulate		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009001|PATO_0104079	PO_0009001	fruit	PATO_0104079	reddish purple	fruit reddish purple	A flora phenotype in which a(n) fruit exhibits the quality reddish purple.	FLOPO_0000030	allowed	curator_review_2026-09-18	1	1	1	176	Gymnosporia forsskaoliana (Sebsebe) Jordaan (p176): red tending to purple		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009006|PATO_0000950	PO_0009006	shoot system	PATO_0000950	grey	shoot system grey	A flora phenotype in which a(n) shoot system exhibits the quality grey.	FLOPO_0001313	allowed	curator_review_2026-09-18	1	1	1	155	Artemisia sieberi Besser (p155): grey foliage		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009006|PATO_0002359	PO_0009006	shoot system	PATO_0002359	broad	shoot system broad	A flora phenotype in which a(n) shoot system exhibits the quality broad.	FLOPO_0001313	allowed	curator_review_2026-09-18	1	1	1	241	Salvadora persica L. (p241): wide crown		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009010|PATO_0001286	PO_0009010	seed	PATO_0001286	desaturated yellow	seed desaturated yellow	A flora phenotype in which a(n) seed exhibits the quality desaturated yellow.	FLOPO_0000074	allowed	curator_review_2026-09-18	1	1	1	258	Justicia flava (Forssk.) Vahl (p258): pale yellow		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009010|PATO_0002430	PO_0009010	seed	PATO_0002430	strap-shaped	seed strap-shaped	A flora phenotype in which a(n) seed exhibits the quality strap-shaped.	FLOPO_0000074	allowed	curator_review_2026-09-18	1	1	1	61	Vachellia johnwoodii (Boulos) Ragup., Seigler, Ebinger & Maslin (p61): seeds strap-shaped		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009010|PATO_0104035	PO_0009010	seed	PATO_0104035	pendent	seed pendent	A flora phenotype in which a(n) seed exhibits the quality pendent.	FLOPO_0000074	allowed	curator_review_2026-09-18	1	1	1	59	Vachellia flava (Forssk.) Kyal. & Boatwr. (p59): seeds hang from the dry pods		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0001251	PO_0009046	flower	PATO_0001251	dark grey	flower dark grey	A flora phenotype in which a(n) flower exhibits the quality dark grey.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	0	1	294	Indigofera oblongifolia Forssk. (p294): flowers of dark grey colour		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0001260	PO_0009046	flower	PATO_0001260	light purple	flower light purple	A flora phenotype in which a(n) flower exhibits the quality light purple.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	1	1	77	Moringa peregrina (Forssk.) Fiori (p77): light purple		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0001266	PO_0009046	flower	PATO_0001266	desaturated blue	flower desaturated blue	A flora phenotype in which a(n) flower exhibits the quality desaturated blue.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	1	1	198	Teramnus repens subsp. gracilis (Chiov.) Verdc. (p198): pale blue flowers		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0001566	PO_0009046	flower	PATO_0001566	distributed	flower distributed	A flora phenotype in which a(n) flower exhibits the quality distributed.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	1	1	281	Commelina africana L. (p281): flowers scattered		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0002191	PO_0009046	flower	PATO_0002191	aromatic	flower aromatic	A flora phenotype in which a(n) flower exhibits the quality aromatic.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	1	1	25	Cordia monoica Roxb. (p25): fragrant		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0002260	PO_0009046	flower	PATO_0002260	semi erect	flower semi erect	A flora phenotype in which a(n) flower exhibits the quality semi erect.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	1	1	92	Prunus arabica (Olivier) Meikle (p92): nearly erect		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0002430	PO_0009046	flower	PATO_0002430	strap-shaped	flower strap-shaped	A flora phenotype in which a(n) flower exhibits the quality strap-shaped.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	1	1	152	Anvillea garcinii (Burm.f.) DC. (p152): flowers ligulate		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0104059	PO_0009046	flower	PATO_0104059	pinkish white	flower pinkish white	A flora phenotype in which a(n) flower exhibits the quality pinkish white.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	1	1	296	Lotus arabicus Sol. ex L. (p296): white tending to pink		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0104151	PO_0009046	flower	PATO_0104151	dark pink	flower dark pink	A flora phenotype in which a(n) flower exhibits the quality dark pink.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	1	1	297	Lotus goetzei Harms (p297): dark pink in colour		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0104314	PO_0009046	flower	PATO_0104314	crimson	flower crimson	A flora phenotype in which a(n) flower exhibits the quality crimson.	FLOPO_0000122	allowed	curator_review_2026-09-18	1	1	1	212	Hibiscus deflersii Schweinf. ex Cufod. (p212): dark crimson red		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009047|PATO_0000327	PO_0009047	stem	PATO_0000327	low brightness	stem low brightness	A flora phenotype in which a(n) stem exhibits the quality low brightness.	FLOPO_0000001	allowed	curator_review_2026-09-18	1	1	1	54	Senegalia asak (Forssk.) Kyal. & Boatwr. (p54): main stem dark		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009047|PATO_0001251	PO_0009047	stem	PATO_0001251	dark grey	stem dark grey	A flora phenotype in which a(n) stem exhibits the quality dark grey.	FLOPO_0000001	allowed	curator_review_2026-09-18	1	1	1	58	Vachellia etbaica (Schweinf.) Kyal. & Boatwr. (p58): trunk dark grey		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009047|PATO_0104031	PO_0009047	stem	PATO_0104031	cream	stem cream	A flora phenotype in which a(n) stem exhibits the quality cream.	FLOPO_0000001	allowed	curator_review_2026-09-18	1	1	1	84	Pittosporum viridiflorum Sims (p84): pale cream in colour		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009049|PATO_0001262	PO_0009049	inflorescence	PATO_0001262	light red	inflorescence light red	A flora phenotype in which a(n) inflorescence exhibits the quality light red.	FLOPO_0000034	allowed	curator_review_2026-09-18	1	0	1	160	Pluchea dioscoridis (L.) DC. (p160): light red in colour		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009049|PATO_0001331	PO_0009049	inflorescence	PATO_0001331	odorous	inflorescence odorous	A flora phenotype in which a(n) inflorescence exhibits the quality odorous.	FLOPO_0000034	allowed	curator_review_2026-09-18	1	1	1	160	Pluchea dioscoridis (L.) DC. (p160): with an aromatic scent		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009058|PATO_0104032	PO_0009058	perianth	PATO_0104032	coriaceous	perianth coriaceous	A flora phenotype in which a(n) perianth exhibits the quality coriaceous.	FLOPO_0000097	allowed	curator_review_2026-09-18	1	1	1	124	Haloxylon persicum Bunge (p124): leathery perianth		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009081|PATO_0000122	PO_0009081	higher order inflorescence axis	PATO_0000122	length	higher order inflorescence axis length	A flora phenotype in which a(n) higher order inflorescence axis exhibits the quality length.	PHENO|PO_0009081	allowed	curator_review_2026-09-18	1	1	1	135	Deverra triradiata subsp. musilii Hochst. ex Boiss. (p135): 8-25 mm long		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009088|PATO_0000700	PO_0009088	seed coat	PATO_0000700	rough	seed coat rough	A flora phenotype in which a(n) seed coat exhibits the quality rough.	FLOPO_0002904	allowed	curator_review_2026-09-18	1	1	1	249	Withania somnifera (L.) Dunal (p249): rough surface		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009088|PATO_0001759	PO_0009088	seed coat	PATO_0001759	granular	seed coat granular	A flora phenotype in which a(n) seed coat exhibits the quality granular.	FLOPO_0002904	allowed	curator_review_2026-09-18	1	1	1	249	Withania somnifera (L.) Dunal (p249): granular surface		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0020038|PATO_0002348	PO_0020038	petiole	PATO_0002348	ligneous	petiole ligneous	A flora phenotype in which a(n) petiole exhibits the quality ligneous.	FLOPO_0000117	allowed	curator_review_2026-09-18	1	1	1	20	Hyphaene thebaica (p20): petioles woody		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0020038|PATO_0070059	PO_0020038	petiole	PATO_0070059	rusty	petiole rusty	A flora phenotype in which a(n) petiole exhibits the quality rusty.	FLOPO_0000117	allowed	curator_review_2026-09-18	1	1	1	211	Grewia velutina (Forssk.) Lam. (p211): rusty petiole		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0020039|PATO_0000454	PO_0020039	leaf lamina	PATO_0000454	hairy	leaf lamina hairy	A flora phenotype in which a(n) leaf lamina exhibits the quality hairy.	FLOPO_0001059	allowed	curator_review_2026-09-18	1	1	1	40	Maytenus undata (Thunb.) Blakelock (p40): with hairs		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0020039|PATO_0002241	PO_0020039	leaf lamina	PATO_0002241	trilobed	leaf lamina trilobed	A flora phenotype in which a(n) leaf lamina exhibits the quality trilobed.	FLOPO_0001059	allowed	curator_review_2026-09-18	1	1	1	135	Deverra triradiata subsp. musilii Hochst. ex Boiss. (p135): the blade is three-lobed		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0020040|PATO_0000616	PO_0020040	leaf base	PATO_0000616	asymmetrical	leaf base asymmetrical	A flora phenotype in which a(n) leaf base exhibits the quality asymmetrical.	FLOPO_0004152	allowed	curator_review_2026-09-18	1	1	1	299	Rhynchosia minima (L.) DC. (p299): usually oblique at the base		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
